"Broad7_geneID"	"MIPS description"	"FunCat"	"Pfam"	"SignalP"	"ID25"	"ID30"	"ID35"
"NCU01227"	"probable atp-specific succinyl-coa synthetase alpha subunit"	"02 ENERGY_02.10 tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)"	";CoA_binding;GFO_IDH_MocA;Ligase_CoA;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01229"	"probable histone acetyltransferase"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.09 DNA restriction or modification_10.01.09.05 DNA conformation modification (e.g. chromatin)"	";Radical_SAM;Acetyltransf_1;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01230"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Arylesterase;"	"Signal peptide"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU01231"	"related to carboxylic acid transport protein JEN1"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_20.03 transport facilities"	";Nuc_H_symport;LacY_symp;Sugar_tr;MFS_1;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU01233"	"related to 2,5-diketo-D-gluconic acid reductase"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";Aldo_ket_red;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01234"	"probable translation initiation factor eIF-4A"	"12 PROTEIN SYNTHESIS_12.04 translation"	";ResIII;DEAD;Flavi_DEAD;Helicase_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01235"	"related to RNA splicing factor PRP9"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.04 RNA processing_11.04.03 mRNA processing (splicing, 5'-, 3'-end processing)_11.04.03.01 splicing"	";zf-C2H2;RPAP1_N;zf-C2H2;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01236"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";GIY-YIG;C1_3;zf-RING-like;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU01238"	"related to regulator protein rum1"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";JmjN;ARID;BBE;C1_3;PHD;zf-RING-like;Rubredoxin;JmjC;zf-C5HC2;PLU-1;PHD;zf-CHY;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU01240"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1688;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01241"	"probable mitochondrial carrier protein ARALAR1"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.04 mitochondrial transport_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";efhand;efhand;Mito_carr;Mito_carr;Mito_carr;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01242"	"related to cyclin B3"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control"	";Cyclin_N;Cyclin_C;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU01243"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Zn_clus;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01245"	"related to DNA-directed RNA polymerase III, 47 KD subunit"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.02 tRNA synthesis"	";GRP;RNA_pol_Rpc4;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01246"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";UreD;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU01247"	"related to nuclear protein SA-1"	"70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";STAG;HEAT;HEAT;HEAT;S-antigen;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01248"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";tRNA_anti;Telo_bind;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01249"	"probable importin alpha SRP1"	"14 PROTEIN FATE (folding, modification, destination)_14.04 protein targeting, sorting and translocation_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.01 nuclear transport_42 BIOGENESIS OF CELLULAR COMPONENTS_42.10 nucleus"	";IBB;DUF634;Arm;HEAT;HEAT_PBS;Arm;HEAT;HEAT_PBS;Arm;HEAT;Arm;HEAT;Arm;HEAT;Arm;HEAT;HEAT_PBS;Arm;HEAT;Arm;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01250"	"related to CTNS protein"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";PQ-loop;PQ-loop;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01252"	"related to samB"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";zf-MYND;"	"Non-secretory protein"	"B_Evol"	"A_Evol"	"F_Evol"
"NCU01253"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01255"	"related to dynamin-like protein"	"70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";MMR_HSR1;Dynamin_N;Dynamin_M;AfsA;HycH;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU01257"	"related to rRNA processing protein EBP2"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.01 rRNA synthesis_11.04 RNA processing_11.04.01 rRNA processing"	";SDA1;Ebp2;Mis14;rRNA_processing;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU01258"	"probable cyanate lyase"	"01 METABOLISM_01.02 nitrogen, sulfur and selenium metabolism"	";HTH_3;Cyanate_lyase;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01259"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU01260"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";B-block_TFIIIC;AT_hook;AT_hook;AT_hook;FKBP_C;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01262"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01268"	"related to non-canonical ubiquitin conjugating enzyme 1"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.05 modification by ubiquitination, deubiquitination_14.13 protein/peptide degradation_14.13.01 cytoplasmic and nuclear protein degradation"	";UQ_con;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"O_Evol"
"NCU01269"	"probable FZR protein (fizzy-related protein)"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control"	";WD40;WD40;WD40;eIF2A;WD40;WD40;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01270"	"related to ribose-phosphate pyrophosphokinase II"	"01 METABOLISM_01.03 nucleotide/nucleoside/nucleobase metabolism_01.03.01 purin nucleotide/nucleoside/nucleobase metabolism_01.03.04 pyrimidine nucleotide/nucleoside/nucleobase metabolism"	";DUF1442;Glycos_transf_2;Pribosyltran;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01271"	"ornithine decarboxylase"	"01 METABOLISM_01.01 amino acid metabolism_01.01.05 metabolism of urea cycle, creatine and polyamines_01.01.05.01 metabolism of polyamines_01.01.05.01.01 biosynthesis of polyamines"	";Orn_Arg_deC_N;Orn_DAP_Arg_deC;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01272"	"related to metalloprotease 1"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.17 metal binding_16.17.09 heavy metal binding (Cu, Fe, Zn)"	";Peptidase_M16;Peptidase_M16_C;M16C_assoc;Transposase_mut;Peptidase_M16_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01274"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01276"	"related to N-acetyltransferase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.04 modification by acetylation, deacetylation"	";Acetyltransf_1;FR47;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01277"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01279"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";ICE2;Lung_7-TM_R;"	"Signal peptide"	"B_Evol"	"A_Evol"	"F_Evol"
"NCU01281"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01282"	"related to SNF7 protein"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.25 regulation of C-compound and carbohydrate metabolism_14 PROTEIN FATE (folding, modification, destination)_14.04 protein targeting, sorting and translocation_43 CELL TYPE DIFFERENTIATION_43.01 fungal/microorganismic cell type differentiation_43.01.03 fungal and other eukaryotic cell type differentiation_43.01.03.09 development of asco- basidio- or zygospore_70 SUBCELLULAR LOCALIZATION_70.22 endosome"	";Snf7;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01283"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";S-antigen;"	"Non-secretory protein"	"B_Evol"	"N_Evol"	"N_Evol"
"NCU01284"	"related to chaperone protein DNAJ"	"14 PROTEIN FATE (folding, modification, destination)_14.10 assembly of protein complexes_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.01 stress response"	";DnaJ;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01285"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Sugar_tr;MFS_1;DUF1228;DUF112;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU01288"	"related to leucine permease transcriptional regulator SAC3"	"01 METABOLISM_01.01 amino acid metabolism_01.01.13 regulation of amino acid metabolism_11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";SAC3_GANP;Coprinus_mating;ETC_C1_NDUFA4;Atrophin-1;Extensin_2;HPC2;MAP7;CTF_NFI;Chon_Sulph_att;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01289"	"related to exo-alpha-sialidase / neuraminidase"	"70 SUBCELLULAR LOCALIZATION_70.01 cell wall"	";ASFV_J13L;Adeno_E3_CR2;CcoS;"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU01290"	"probable centromere/microtubule binding protein CBF5"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control_40 CELL FATE_40.01 cell growth / morphogenesis_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";DKCLD;TruB_N;PUA;S-antigen;RNA_polI_A34;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01291"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";E_raikovi_mat;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01292"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU01294"	"related to amino-terminal amidase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.13 protein/peptide degradation_14.13.01 cytoplasmic and nuclear protein degradation_70 SUBCELLULAR LOCALIZATION_70.03 cytoplasm"	";CN_hydrolase;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU01296"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01297"	"related to CLOCK protein"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU01298"	"related to QID3 protein"	"42 BIOGENESIS OF CELLULAR COMPONENTS_42.01 cell wall"	";GRP;"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01299"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01300"	"probable imidazoleglycerol-phosphate dehydratase"	"01 METABOLISM_01.01 amino acid metabolism_01.01.09 metabolism of the cysteine - aromatic group_01.01.09.07 metabolism of histidine_01.01.09.07.01 biosynthesis of histidine"	";IGPD;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01301"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01303"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01304"	"related to PET127"	"12 PROTEIN SYNTHESIS_12.07 translational control_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";Pet127;ALF;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01305"	"related to membrane protein"	"42 BIOGENESIS OF CELLULAR COMPONENTS_42.02 eukaryotic plasma membrane"	";Rhomboid;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU01306"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Vicilin_N;Uso1_p115_C;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01307"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01309"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01310"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1777;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01311"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";ERp29;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01312"	"regulator of conidiation RCA-1"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";Myb_DNA-binding;Myb_DNA-binding;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU01314"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01317"	"probable ribosomal protein L12"	"12 PROTEIN SYNTHESIS_12.01 ribosome biogenesis"	";Ribosomal_L11_N;Ribosomal_L11;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01318"	"probable SEC23"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.07 vesicular transport (Golgi network, etc.)_70 SUBCELLULAR LOCALIZATION_70.09 intracellular transport vesicles"	";zf-MIZ;zf-Sec23_Sec24;Sec23_trunk;Sec23_BS;Sec23_helical;Gelsolin;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01319"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";UPF0154;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01320"	"related to microsomal glutathione s-transferase 3"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";MAPEG;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01321"	"related to DNA polymerase Tdt-N"	"11 TRANSCRIPTION"	";NTP_transf_2;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU01322"	"related to transcription initiation factor IIE chain TFA1"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.01 general transcription activities_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";TFIIE_alpha;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01324"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU01325"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01327"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Dynamitin;TPR_MLP1_2;Filament;TrwC;ATG16;DUF1974;TolA;Vps5;Rab5-bind;Rabaptin;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01328"	"probable transketolase"	"02 ENERGY_02.07 pentose-phosphate pathway"	";Transketolase_N;E1_dh;TPP_enzyme_C;Transket_pyr;Transketolase_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01329"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";ATP-synt_E;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01330"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Syja_N;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU01331"	"probable 13 kD U4/U6.U5 snRNP associate protein Snu13"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.04 RNA processing_11.04.03 mRNA processing (splicing, 5'-, 3'-end processing)_11.04.03.01 splicing"	";RNase_P_pop3;Ribosomal_L7Ae;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01332"	"vacuolar ATP synthase 16 kDa proteolipid subunit VMA-3"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.03 transport facilities_20.03.22 transport ATPases_20.09 transport routes_20.09.13 vacuolar/lysosomal transport_70 SUBCELLULAR LOCALIZATION_70.25 vacuole or lysosome"	";ATP-synt_C;ATP-synt_C;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01334"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01335"	"related to septation (sepH) gene"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.03 cytokinesis (cell division) /septum formation and hydrolysis_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";Kdo;Pkinase;Pkinase_Tyr;SPT2;DUF339;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU01336"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU01337"	"related to tetrahydrofolylpolyglutamate synthase"	"01 METABOLISM_01.07 metabolism of vitamins, cofactors, and prosthetic groups_01.07.01 biosynthesis of vitamins, cofactors, and prosthetic groups"	";Mur_ligase_M;Mur_ligase_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01338"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF218;"	"Non-secretory protein"	"E_Evol"	"A_Evol"	"F_Evol"
"NCU01339"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU01340"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";HD;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"O_Evol"
"NCU01341"	"related to U1 small nuclear ribonucleoprotein c"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.04 RNA processing_11.04.03 mRNA processing (splicing, 5'-, 3'-end processing)_11.04.03.01 splicing"	";zf-U1;Collagen;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01342"	"probable ERV25 protein (component of the COPII-coated vesicles)"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.07 vesicular transport (Golgi network, etc.)_70 SUBCELLULAR LOCALIZATION_70.09 intracellular transport vesicles"	"NULL"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01343"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF339;"	"Signal peptide"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU01344"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";AT_hook;Mis12_component;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01345"	"related to transcription factor atf1+"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control_34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.03 chemoperception and response_34.11.03.07 pheromone response, mating-type determination, sex-specific proteins_43 CELL TYPE DIFFERENTIATION_43.01 fungal/microorganismic cell type differentiation_43.01.03 fungal and other eukaryotic cell type differentiation"	";Extensin_2;bZIP_1;bZIP_2;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU01347"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU01348"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Arginase;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01349"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01350"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01351"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU01353"	"related to mixed-linked glucanase precursor MLG1"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";Glyco_hydro_16;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01356"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";MFS_1;Xan_ur_permease;Sulfate_transp;ATP-synt_8;"	"Non-secretory protein"	"O_Evol"	"O_Evol"	"F_Evol"
"NCU01357"	"related to palI protein"	"30 CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION MECHANISM_30.01 cellular signalling"	";PalI;DUF846;"	"Signal peptide"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU01358"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01360"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU01361"	"conserved hypothetical protein"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";Sec39;SecA_DEAD;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01362"	"related to IES1 - INO80 chromatin remodeling complex subunit 1"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01364"	"related to oxidoreductase"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";2OG-FeII_Oxy;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU01365"	"conserved hypothetical protein"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	";DNA_ligase_A_M;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU01366"	"related to protease ULP2 protein"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation"	";Peptidase_C48;Extensin_2;"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU01367"	"related to a component of the yeast U3 snoRNP Rrp9p"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.01 rRNA synthesis"	";WD40;WD40;WD40;WD40;WD40;WD40;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU01369"	"probable ATP-dependent RNA helicase DED1"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.04 RNA processing_11.04.03 mRNA processing (splicing, 5'-, 3'-end processing)_11.04.03.01 splicing"	";ResIII;DEAD;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU01370"	"related to origin recognition complex subunit 2"	"10 CELL CYCLE AND DNA PROCESSING_10.01 DNA processing_10.01.03 DNA synthesis and replication_34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.03 chemoperception and response_34.11.03.07 pheromone response, mating-type determination, sex-specific proteins_43 CELL TYPE DIFFERENTIATION_43.01 fungal/microorganismic cell type differentiation_43.01.03 fungal and other eukaryotic cell type differentiation"	";AT_hook;ORC2;"	"Non-secretory protein"	"E_Evol"	"F_Evol"	"F_Evol"
"NCU01371"	"conserved hypothetical protein"	"98 CLASSIFICATION NOT YET CLEAR-CUT"	"NULL"	"Non-secretory protein"	"E_Evol"	"A_Evol"	"A_Evol"
"NCU01373"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU01374"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";CutC;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"N_Evol"
